web-scraper-order,web-scraper-start-url,vetements_enfants,vetements_enfants-href,type_clothes,price,address,image_link-src
"1732708924-221","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Ensemble enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1215951","Ensemble enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5010301_uploaded_image1_1729811616.jpg"
"1732708931-222","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Ensemble enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1215958","Ensemble enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5010301_uploaded_image1_1729811616.jpg"
"1732708937-223","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Ensemble enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1215960","Ensemble enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5010301_uploaded_image1_1729811616.jpg"
"1732708944-224","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Ensemble enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1215966","Ensemble enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5010301_uploaded_image1_1729811616.jpg"
"1732708950-225","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Ensemble enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1215968","Ensemble enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5010301_uploaded_image1_1729811616.jpg"
"1732708957-226","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Ensemble enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1215970","Ensemble enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5010301_uploaded_image1_1729811616.jpg"
"1732708963-227","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Ensemble enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-1215974","Ensemble enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5010301_uploaded_image1_1729811616.jpg"
"1732708970-228","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Ensemble enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1215982","Ensemble enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5010301_uploaded_image1_1729811616.jpg"
"1732708976-229","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Ensemble enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1215985","Ensemble enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5010301_uploaded_image1_1729811616.jpg"
"1732708983-230","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtement enfant","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-1228231","Vêtement enfant","10 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3198270_uploaded_image1_1625015464.jpg"
"1732708990-231","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-1240247","Vêtements","Prix sur demande","Thies Nord, Thiès, Sénégal","https://images.coinafrique.com/thumb_2512733_uploaded_image1_1596568364.jpg"
"1732708996-232","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements Enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-1252465","Vêtements Enfants","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3453271_uploaded_image1_1637794848.jpg"
"1732709003-233","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements bébé","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-1260760","Vêtements bébé","Prix sur demande","Sénégal",""
"1732709009-234","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements bébé","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-1260767","Vêtements bébé","Prix sur demande","Sénégal",""
"1732709016-235","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements bébé","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-1260781","Vêtements bébé","Prix sur demande","Hann Bel-Air, Dakar, Sénégal",""
"1732709022-236","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements enfant","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1265573","Vêtements enfant","3 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3453271_uploaded_image1_1637794848.jpg"
"1732709029-237","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements bébé","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-1265617","Vêtements bébé","3 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732709036-238","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-1273024","Vêtements enfants","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3453271_uploaded_image1_1637794848.jpg"
"1732709042-239","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements enfant","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1275582","Vêtements enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2512733_uploaded_image1_1596568364.jpg"
"1732709049-240","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Blouson pour enfant","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-pour-enfant-1277041","Blouson pour enfant","14 000 CFA","Mboro, Sénégal","https://images.coinafrique.com/thumb_3035799_uploaded_image2_1617378839.jpeg"
"1732709056-241","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements enfants - 0 à 5 ans","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-0-a-5-ans-1282295","Vêtements enfants - 0 à 5 ans","Prix sur demande","Dakar, Sénégal",""
"1732709062-242","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements enfants - 0 à 5 ans","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-0-a-5-ans-1282310","Vêtements enfants - 0 à 5 ans","Prix sur demande","Dakar, Sénégal",""
"1732709069-243","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","3 chaussettes bébé 0-1 an","https://sn.coinafrique.com/annonce/vetements-enfants/3-chaussettes-bebe-0-1-an-1283945","3 chaussettes bébé 0-1 an","1 500 CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1732709075-244","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Bavoir + chaussons bébé","https://sn.coinafrique.com/annonce/vetements-enfants/bavoir-chaussons-bebe-1284009","Bavoir + chaussons bébé","2 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1732709082-245","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Bavoir bébé 0-3 ans","https://sn.coinafrique.com/annonce/vetements-enfants/bavoir-bebe-0-3-ans-1284185","Bavoir bébé 0-3 ans","1 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal",""
"1732709088-246","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Blouson enfant","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-enfant-1293363","Blouson enfant","Prix sur demande","Médina, Dakar, Sénégal","https://images.coinafrique.com/thumb_5046861_uploaded_image1_1731758020.jpg"
"1732709095-247","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements bébé","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-1303699","Vêtements bébé","3 000 CFA","Dakar, Sénégal",""
"1732709101-248","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements bébé","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-1303712","Vêtements bébé","2 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732709108-249","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements enfants - 0 à 5 ans","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-0-a-5-ans-1304621","Vêtements enfants - 0 à 5 ans","Prix sur demande","Dakar, Sénégal",""
"1732709114-250","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Robes et chemises enfants","https://sn.coinafrique.com/annonce/vetements-enfants/robes-et-chemises-enfants-1305436","Robes et chemises enfants","Prix sur demande","Dakar, Sénégal",""
"1732709121-251","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements Enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-1306088","Vêtements Enfants","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3384909_uploaded_image1_1634171727.jpg"
"1732709128-252","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Robe princesse","https://sn.coinafrique.com/annonce/vetements-enfants/robe-princesse-1306722","Robe princesse","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3664445_uploaded_image2_1650586926.jpeg"
"1732709134-253","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Ensemble vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-vetements-enfants-1308244","Ensemble vêtements enfants","6 000 CFA","Dakar-Plateau, Dakar, Sénégal",""
"1732709141-254","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements enfant","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1308250","Vêtements enfant","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3453271_uploaded_image1_1637794848.jpg"
"1732709147-255","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Robe  pour enfants","https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-enfants-1311757","Robe  pour enfants","5 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4677506_uploaded_image1_1712318751.jpg"
"1732709154-256","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Robe brodé et bazin","https://sn.coinafrique.com/annonce/vetements-enfants/robe-brode-et-bazin-1311765","Robe brodé et bazin","7 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2112935_uploaded_image1_1589474288.jpg"
"1732709160-257","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Ensemble enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1316993","Ensemble enfant","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4512928_uploaded_image1_1703449636.jpg"
"1732709167-258","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Robe pour enfants","https://sn.coinafrique.com/annonce/vetements-enfants/robe-pour-enfants-1317815","Robe pour enfants","5 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4677506_uploaded_image1_1712318751.jpg"
"1732709173-259","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements enfant","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1318538","Vêtements enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3198270_uploaded_image1_1625015464.jpg"
"1732709180-260","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Robes","https://sn.coinafrique.com/annonce/vetements-enfants/robes-1330043","Robes","9 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1330054_uploaded_image1_1576151241.57.png"
"1732709187-261","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Robe - enfant","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-1330054","Robe - enfant","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1330043_uploaded_image1_1576151148.98.png"
"1732709193-262","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-1332961","Vêtements","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667484_uploaded_image1_1711840999.jpg"
"1732709200-263","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Couches bébé et lingettes","https://sn.coinafrique.com/annonce/vetements-enfants/couches-bebe-et-lingettes-1335113","Couches bébé et lingettes","30 000 CFA","Dakar, Sénégal",""
"1732709206-264","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Boxer slip fille","https://sn.coinafrique.com/annonce/vetements-enfants/boxer-slip-fille-1344415","Boxer slip fille","4 000 CFA","Sénégal","https://images.coinafrique.com/thumb_1344415_uploaded_image1_1576424608.36.png"
"1732709213-265","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Pull enfant en cuir","https://sn.coinafrique.com/annonce/vetements-enfants/pull-enfant-en-cuir-1370069","Pull enfant en cuir","12 000 CFA","Pikine, Sénégal",""
"1732709219-266","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-1373563","Robe fillette","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1373672_uploaded_image1_1576952145.0.png"
"1732709226-267","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-1373581","Robe fillette","13 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1373672_uploaded_image1_1576952145.0.png"
"1732709232-268","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Robe fillette","https://sn.coinafrique.com/annonce/vetements-enfants/robe-fillette-1373672","Robe fillette","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1373672_uploaded_image1_1576952145.0.png"
"1732709239-269","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Grenouillère","https://sn.coinafrique.com/annonce/vetements-enfants/grenouillere-1373984","Grenouillère","6 500 CFA","Grand Yoff, Dakar, Sénégal",""
"1732709245-270","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements enfant","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1377818","Vêtements enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2512733_uploaded_image1_1596568364.jpg"
"1732709252-271","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements enfant","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1377828","Vêtements enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2512733_uploaded_image1_1596568364.jpg"
"1732709258-272","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtements enfant","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1377864","Vêtements enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2512733_uploaded_image1_1596568364.jpg"
"1732709265-273","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Habits pour enfant","https://sn.coinafrique.com/annonce/vetements-enfants/habits-pour-enfant-1379428","Habits pour enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3785558_uploaded_image1_1657883008.jpg"
"1732709271-274","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Blousons enfant","https://sn.coinafrique.com/annonce/vetements-enfants/blousons-enfant-1379507","Blousons enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1393205_uploaded_image1_1577378467.25.png"
"1732709278-275","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Jogging enfant","https://sn.coinafrique.com/annonce/vetements-enfants/jogging-enfant-1382782","Jogging enfant","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2729083_uploaded_image1_1604195337.jpg"
"1732709284-276","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Blouson Enfant","https://sn.coinafrique.com/annonce/vetements-enfants/blouson-enfant-1393205","Blouson Enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_1393205_uploaded_image1_1577378467.25.png"
"1732709291-277","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Chemises enfant","https://sn.coinafrique.com/annonce/vetements-enfants/chemises-enfant-1393714","Chemises enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_2485966_uploaded_image1_1595790569.jpg"
"1732709297-278","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Vêtement pour enfant","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-pour-enfant-1397293","Vêtement pour enfant","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2512733_uploaded_image1_1596568364.jpg"
"1732709304-279","https://sn.coinafrique.com/categorie/vetements-enfants?page=18","Friperie de luxe","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-de-luxe-1398921","Friperie de luxe","Prix sur demande","Dakar, Sénégal",""
"1732709320-280","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Friperie","https://sn.coinafrique.com/annonce/vetements-enfants/friperie-1398928","Friperie","Prix sur demande","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3269998_uploaded_image1_1628452686.jpg"
"1732709326-281","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Blousons garçon - fille","https://sn.coinafrique.com/annonce/vetements-enfants/blousons-garcon-fille-1410978","Blousons garçon - fille","15 000 CFA","M'bour, Sénégal",""
"1732709333-282","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements Enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-1441047","Vêtements Enfants","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2512733_uploaded_image1_1596568364.jpg"
"1732709339-283","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Habit enfant","https://sn.coinafrique.com/annonce/vetements-enfants/habit-enfant-1441221","Habit enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3785558_uploaded_image1_1657883008.jpg"
"1732709346-284","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements enfant","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfant-1442052","Vêtements enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2512733_uploaded_image1_1596568364.jpg"
"1732709352-285","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Jackets enfant","https://sn.coinafrique.com/annonce/vetements-enfants/jackets-enfant-1456400","Jackets enfant","Prix sur demande","Mermoz-Sacré-Cœur, Dakar, Sénégal",""
"1732709359-286","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-1468327","Ensemble enfants","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4512928_uploaded_image1_1703449636.jpg"
"1732709365-287","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensembles pour enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensembles-pour-enfant-1468335","Ensembles pour enfant","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4512928_uploaded_image1_1703449636.jpg"
"1732709372-288","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble  enfants garçons","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfants-garcons-1468493","Ensemble  enfants garçons","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2133600_uploaded_image1_1589810793.jpg"
"1732709378-289","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements Garçon","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-garcon-1468501","Vêtements Garçon","Prix sur demande","Dakar-Plateau, Dakar, Sénégal",""
"1732709385-290","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble Fille","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-fille-1468508","Ensemble Fille","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_1468335_uploaded_image1_1578834783.45.png"
"1732709391-291","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements pour bébé","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-pour-bebe-1491193","Vêtements pour bébé","400 CFA","Yoff, Dakar, Sénégal",""
"1732709397-292","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robes fillettes","https://sn.coinafrique.com/annonce/vetements-enfants/robes-fillettes-1514274","Robes fillettes","12 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2537979_uploaded_image1_1597257740.jpg"
"1732709404-293","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble enfant","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-1514342","Ensemble enfant","6 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3899030_uploaded_image1_1664501471.jpg"
"1732709411-294","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Complet enfant","https://sn.coinafrique.com/annonce/vetements-enfants/complet-enfant-1514365","Complet enfant","6 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2110252_uploaded_image1_1589447206.jpg"
"1732709417-295","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Couverture bébé","https://sn.coinafrique.com/annonce/vetements-enfants/couverture-bebe-1514395","Couverture bébé","5 000 CFA","Les Parcelles Assainies, Dakar, Sénégal",""
"1732709424-296","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtement enfant","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfant-1526621","Vêtement enfant","7 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3198270_uploaded_image1_1625015464.jpg"
"1732709430-297","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Lacoste enfant","https://sn.coinafrique.com/annonce/vetements-enfants/lacoste-enfant-1543886","Lacoste enfant","4 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1543886_uploaded_image1_1580076977.34.png"
"1732709436-298","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Lacoste 2-6 ans","https://sn.coinafrique.com/annonce/vetements-enfants/lacoste-2-6-ans-1543891","Lacoste 2-6 ans","4 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1543944_uploaded_image1_1580077931.79.png"
"1732709443-299","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Polo Lacoste 2-6 ans","https://sn.coinafrique.com/annonce/vetements-enfants/polo-lacoste-2-6-ans-1543894","Polo Lacoste 2-6 ans","4 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1543944_uploaded_image1_1580077931.79.png"
"1732709450-300","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Polo Lacoste 2-6 ans","https://sn.coinafrique.com/annonce/vetements-enfants/polo-lacoste-2-6-ans-1543944","Polo Lacoste 2-6 ans","4 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1543944_uploaded_image1_1580077931.79.png"
"1732709457-301","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Lacoste enfant","https://sn.coinafrique.com/annonce/vetements-enfants/lacoste-enfant-1543946","Lacoste enfant","4 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1543886_uploaded_image1_1580076977.34.png"
"1732709463-302","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Polo Lacoste","https://sn.coinafrique.com/annonce/vetements-enfants/polo-lacoste-1543948","Polo Lacoste","4 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_1543944_uploaded_image1_1580077931.79.png"
"1732709470-303","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble enfant 6 à 14 ans","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-enfant-6-a-14-ans-1544373","Ensemble enfant 6 à 14 ans","10 000 CFA","Dakar, Sénégal",""
"1732709477-304","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Tenue de baptême  / 11 piéces","https://sn.coinafrique.com/annonce/vetements-enfants/tenue-de-bapteme-11-pieces-1552044","Tenue de baptême  / 11 piéces","12 000 CFA","HLM, Dakar, Sénégal",""
"1732709483-305","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements bébé","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-1559422","Vêtements bébé","2 000 CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal",""
"1732709489-306","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements bébé","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-1559425","Vêtements bébé","2 000 CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal",""
"1732709496-307","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements bébé - 10 pièces","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-10-pieces-1559487","Vêtements bébé - 10 pièces","12 000 CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal",""
"1732709503-308","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements bébé - 10 pièces","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-10-pieces-1559490","Vêtements bébé - 10 pièces","12 000 CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal",""
"1732709509-309","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Vêtements bébé - 10 pièces","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-bebe-10-pieces-1559493","Vêtements bébé - 10 pièces","12 000 CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal",""
"1732709516-310","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Complet bébé","https://sn.coinafrique.com/annonce/vetements-enfants/complet-bebe-1559509","Complet bébé","6 000 CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal",""
"1732709523-311","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble bébé","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-1559510","Ensemble bébé","6 000 CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2743223_uploaded_image1_1604671783.jpg"
"1732709529-312","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Ensemble bébé","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-bebe-1559514","Ensemble bébé","5 000 CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_2743223_uploaded_image1_1604671783.jpg"
"1732709536-313","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Robe bébé","https://sn.coinafrique.com/annonce/vetements-enfants/robe-bebe-1559518","Robe bébé","8 000 CFA","Gueule Tapée-Fass-Colobane, Dakar, Sénégal",""
"1732709542-314","https://sn.coinafrique.com/categorie/vetements-enfants?page=17","Bombers pour enfants","https://sn.coinafrique.com/annonce/vetements-enfants/bombers-pour-enfants-1565490","Bombers pour enfants","15 000 CFA","Dakar-Plateau, Dakar, Sénégal",""
