web-scraper-order,web-scraper-start-url,vetements_hommes,vetements_hommes-href,type_clothes,price,address,image_link-src
"1732752740-1112","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Ensemble body et short","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-body-et-short-2272675","Ensemble body et short","17 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1732752746-1113","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Body coton","https://sn.coinafrique.com/annonce/vetements-homme/body-coton-2273090","Body coton","7 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1732752753-1114","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Body coton","https://sn.coinafrique.com/annonce/vetements-homme/body-coton-2273115","Body coton","7 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1732752759-1115","https://sn.coinafrique.com/categorie/vetements-homme?page=106","T-shirts homme","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-homme-2273131","T-shirts homme","7 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1732752766-1116","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Body en coton","https://sn.coinafrique.com/annonce/vetements-homme/body-en-coton-2273144","Body en coton","7 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1732752772-1117","https://sn.coinafrique.com/categorie/vetements-homme?page=106","T-shirt et casquette","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-et-casquette-2274234","T-shirt et casquette","3 000 CFA","Grand Yoff, Dakar, Sénégal",""
"1732752779-1118","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Pantalon kaki homme","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-homme-2274408","Pantalon kaki homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732752785-1119","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Ensemble short","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-2274414","Ensemble short","10 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732752792-1120","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Ensemble short","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-2274419","Ensemble short","10 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732752798-1121","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Lacoste","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-2274643","Lacoste","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3829355_uploaded_image1_1660431025.jpg"
"1732752805-1122","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Tenue africaine","https://sn.coinafrique.com/annonce/vetements-homme/tenue-africaine-2274732","Tenue africaine","25 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732752811-1123","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Habits homme","https://sn.coinafrique.com/annonce/vetements-homme/habits-homme-2275279","Habits homme","Prix sur demande","Dakar-Plateau, Dakar, Sénégal",""
"1732752818-1124","https://sn.coinafrique.com/categorie/vetements-homme?page=106","T-shirt coton homme","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-coton-homme-2275286","T-shirt coton homme","Prix sur demande","HLM, Dakar, Sénégal",""
"1732752824-1125","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Polo Lacoste homme","https://sn.coinafrique.com/annonce/vetements-homme/polo-lacoste-homme-2275297","Polo Lacoste homme","Prix sur demande","HLM, Dakar, Sénégal",""
"1732752831-1126","https://sn.coinafrique.com/categorie/vetements-homme?page=106","T-shirt et casquette en coton","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-et-casquette-en-coton-2275706","T-shirt et casquette en coton","3 500 CFA","Grand Yoff, Dakar, Sénégal",""
"1732752837-1127","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2275843","Ensemble homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732752844-1128","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2275848","Ensemble homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732752850-1129","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Ensemble vêtements homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-homme-2275851","Ensemble vêtements homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732752857-1130","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2275855","Ensemble homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732752863-1131","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2275858","Ensemble homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732752870-1132","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2275859","Ensemble homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732752876-1133","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Ensemble vêtements homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-homme-2275863","Ensemble vêtements homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732752883-1134","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2275865","Ensemble homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732752889-1135","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2275925","Pantalon Kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732752896-1136","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2275927","Pantalon Kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732752902-1137","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Sous-vêtements débardeurs pack de 3","https://sn.coinafrique.com/annonce/vetements-homme/sous-vetements-debardeurs-pack-de-3-2275977","Sous-vêtements débardeurs pack de 3","3 000 CFA","Hann Bel-Air, Dakar, Sénégal",""
"1732752908-1138","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Vêtements","https://sn.coinafrique.com/annonce/vetements-homme/vetements-2276319","Vêtements","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_5064576_uploaded_image1_1732729231.jpg"
"1732752915-1139","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Ensemble complet","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-complet-2276787","Ensemble complet","14 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3260796_uploaded_image1_1628026396.jpg"
"1732752922-1140","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Lacoste","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-2277453","Lacoste","10 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732752928-1141","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Vêtements  de pluie","https://sn.coinafrique.com/annonce/vetements-homme/vetements-de-pluie-2277746","Vêtements  de pluie","Prix sur demande","Dakar Plateau, Dakar, Sénégal",""
"1732752934-1142","https://sn.coinafrique.com/categorie/vetements-homme?page=106","T-shirt","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-2278417","T-shirt","4 000 CFA","Rufisque, Sénégal",""
"1732752941-1143","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Ensemble short","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-short-2278435","Ensemble short","12 000 CFA","Rufisque, Sénégal",""
"1732752947-1144","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Ensemble vêtements original coton 100%","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-original-coton-100-2278930","Ensemble vêtements original coton 100%","13 500 CFA","Dakar, Sénégal",""
"1732752954-1145","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Ensemble Vêtement - Coton","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetement-coton-2278969","Ensemble Vêtement - Coton","13 500 CFA","Dakar, Sénégal",""
"1732752960-1146","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Body homme","https://sn.coinafrique.com/annonce/vetements-homme/body-homme-2279684","Body homme","3 000 CFA","Dakar, Sénégal",""
"1732752967-1147","https://sn.coinafrique.com/categorie/vetements-homme?page=106","T-shirt","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-2279785","T-shirt","4 000 CFA","Rufisque, Sénégal",""
"1732752973-1148","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Ensemble body - short","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-body-short-2280673","Ensemble body - short","15 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1732752980-1149","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Body et short","https://sn.coinafrique.com/annonce/vetements-homme/body-et-short-2280678","Body et short","15 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1732752986-1150","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Body et short","https://sn.coinafrique.com/annonce/vetements-homme/body-et-short-2280682","Body et short","15 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal",""
"1732752993-1151","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2280859","Ensemble homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732752999-1152","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2280861","Ensemble homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753006-1153","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Ensemble","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-2280864","Ensemble","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753012-1154","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Ensemble vêtements homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-homme-2280869","Ensemble vêtements homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753018-1155","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Chemise et pantalons","https://sn.coinafrique.com/annonce/vetements-homme/chemise-et-pantalons-2280873","Chemise et pantalons","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753025-1156","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Kaki pantalons","https://sn.coinafrique.com/annonce/vetements-homme/kaki-pantalons-2280890","Kaki pantalons","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753032-1157","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Pantalons","https://sn.coinafrique.com/annonce/vetements-homme/pantalons-2280893","Pantalons","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753038-1158","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2280896","Pantalon Kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753045-1159","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2280911","Ensemble homme","22 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5048722_uploaded_image1_1731877991.jpg"
"1732753051-1160","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Pull Bape","https://sn.coinafrique.com/annonce/vetements-homme/pull-bape-2281344","Pull Bape","35 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1732753057-1161","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Pull Bape","https://sn.coinafrique.com/annonce/vetements-homme/pull-bape-2281353","Pull Bape","35 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1732753064-1162","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Pull capuchon","https://sn.coinafrique.com/annonce/vetements-homme/pull-capuchon-2281368","Pull capuchon","35 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1732753070-1163","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Pull bape","https://sn.coinafrique.com/annonce/vetements-homme/pull-bape-2281370","Pull bape","35 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1732753077-1164","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Pull Bape","https://sn.coinafrique.com/annonce/vetements-homme/pull-bape-2281376","Pull Bape","35 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1732753083-1165","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Pull Bape","https://sn.coinafrique.com/annonce/vetements-homme/pull-bape-2281379","Pull Bape","35 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1732753090-1166","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Pull Bape","https://sn.coinafrique.com/annonce/vetements-homme/pull-bape-2281382","Pull Bape","35 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1732753096-1167","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Pull","https://sn.coinafrique.com/annonce/vetements-homme/pull-2281384","Pull","35 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1732753103-1168","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Pull","https://sn.coinafrique.com/annonce/vetements-homme/pull-2281387","Pull","35 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1732753109-1169","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Pull Bape","https://sn.coinafrique.com/annonce/vetements-homme/pull-bape-2281397","Pull Bape","35 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1732753116-1170","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Pull homme","https://sn.coinafrique.com/annonce/vetements-homme/pull-homme-2281400","Pull homme","35 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1732753123-1171","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Boubou","https://sn.coinafrique.com/annonce/vetements-homme/boubou-2281403","Boubou","40 000 CFA","Keur Massar, Sénégal",""
"1732753129-1172","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Pull homme","https://sn.coinafrique.com/annonce/vetements-homme/pull-homme-2281404","Pull homme","35 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1732753136-1173","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Pull homme","https://sn.coinafrique.com/annonce/vetements-homme/pull-homme-2281408","Pull homme","35 000 CFA","Dakar, Sénégal",""
"1732753142-1174","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Polo Lacoste","https://sn.coinafrique.com/annonce/vetements-homme/polo-lacoste-2281435","Polo Lacoste","8 500 CFA","Dakar, Sénégal",""
"1732753149-1175","https://sn.coinafrique.com/categorie/vetements-homme?page=106","Chemises homme","https://sn.coinafrique.com/annonce/vetements-homme/chemises-homme-2281438","Chemises homme","8 500 CFA","Dakar, Sénégal",""
"1732753162-1176","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Lacoste","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-2281440","Lacoste","8 500 CFA","Dakar, Sénégal",""
"1732753168-1177","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Bombers","https://sn.coinafrique.com/annonce/vetements-homme/bombers-2282028","Bombers","15 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753175-1178","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2283185","Pantalon Kaki","10 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4570539_uploaded_image1_1706696022.93.jpeg"
"1732753182-1179","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Pantalons jeans","https://sn.coinafrique.com/annonce/vetements-homme/pantalons-jeans-2283228","Pantalons jeans","10 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4570525_uploaded_image1_1706695359.21.jpeg"
"1732753188-1180","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble été","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-ete-2283395","Ensemble été","15 000 CFA","Biscuiterie, Dakar, Sénégal",""
"1732753194-1181","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2283427","Ensemble homme","15 000 CFA","Biscuiterie, Dakar, Sénégal",""
"1732753201-1182","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Polo Lacoste","https://sn.coinafrique.com/annonce/vetements-homme/polo-lacoste-2284271","Polo Lacoste","10 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753207-1183","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Chemises","https://sn.coinafrique.com/annonce/vetements-homme/chemises-2284291","Chemises","10 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753214-1184","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Pantalon kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2285171","Pantalon kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753220-1185","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Pantalons Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalons-kaki-2285175","Pantalons Kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753227-1186","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Pantalon kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2285184","Pantalon kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753233-1187","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Pantalon kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2285186","Pantalon kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753240-1188","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble polo et pantalon","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-polo-et-pantalon-2285189","Ensemble polo et pantalon","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753246-1189","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble haut et pantalon","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-haut-et-pantalon-2285191","Ensemble haut et pantalon","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753253-1190","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble chemise et pantalon","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-chemise-et-pantalon-2285194","Ensemble chemise et pantalon","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753259-1191","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble haut et pantalon","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-haut-et-pantalon-2285197","Ensemble haut et pantalon","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753265-1192","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2285513","Ensemble homme","15 000 CFA","Guediawaye, Dakar, Sénégal",""
"1732753272-1193","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble vêtements","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-2285700","Ensemble vêtements","10 000 CFA","Dakar, Sénégal",""
"1732753279-1194","https://sn.coinafrique.com/categorie/vetements-homme?page=105","T-shirt pur coton","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-pur-coton-2285886","T-shirt pur coton","2 000 CFA","Dakar, Sénégal",""
"1732753285-1195","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Sous-vêtement et caleçons en coton","https://sn.coinafrique.com/annonce/vetements-homme/sous-vetement-et-calecons-en-coton-2285896","Sous-vêtement et caleçons en coton","1 000 CFA","Dakar, Sénégal",""
"1732753292-1196","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Chemises","https://sn.coinafrique.com/annonce/vetements-homme/chemises-2286583","Chemises","10 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753298-1197","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Chemises","https://sn.coinafrique.com/annonce/vetements-homme/chemises-2286587","Chemises","10 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753305-1198","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Lacoste","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-2288132","Lacoste","10 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753311-1199","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Polo Lacoste","https://sn.coinafrique.com/annonce/vetements-homme/polo-lacoste-2288138","Polo Lacoste","10 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753318-1200","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Polo Lacoste","https://sn.coinafrique.com/annonce/vetements-homme/polo-lacoste-2288142","Polo Lacoste","10 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753324-1201","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Polo Lacoste","https://sn.coinafrique.com/annonce/vetements-homme/polo-lacoste-2288149","Polo Lacoste","10 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753331-1202","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble Polo pantalon","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-polo-pantalon-2289277","Ensemble Polo pantalon","18 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2853995_uploaded_image1_1609016669.jpg"
"1732753337-1203","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble Polo","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-polo-2289285","Ensemble Polo","18 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2853995_uploaded_image1_1609016669.jpg"
"1732753344-1204","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble polo + pantalon","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-polo-pantalon-2289291","Ensemble polo + pantalon","18 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2853995_uploaded_image1_1609016669.jpg"
"1732753350-1205","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble polo pantalon","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-polo-pantalon-2289296","Ensemble polo pantalon","18 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2853995_uploaded_image1_1609016669.jpg"
"1732753356-1206","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble polo + pantalon","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-polo-pantalon-2289303","Ensemble polo + pantalon","18 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2853995_uploaded_image1_1609016669.jpg"
"1732753363-1207","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble Polo pantalon","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-polo-pantalon-2289314","Ensemble Polo pantalon","18 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2853995_uploaded_image1_1609016669.jpg"
"1732753369-1208","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble Polo","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-polo-2289320","Ensemble Polo","18 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2853995_uploaded_image1_1609016669.jpg"
"1732753376-1209","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble polo + pantalon","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-polo-pantalon-2289333","Ensemble polo + pantalon","18 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2853995_uploaded_image1_1609016669.jpg"
"1732753382-1210","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Polo Lacoste","https://sn.coinafrique.com/annonce/vetements-homme/polo-lacoste-2290267","Polo Lacoste","10 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753389-1211","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble blouson","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-blouson-2290277","Ensemble blouson","25 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753395-1212","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Lacoste homme","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-homme-2290284","Lacoste homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753402-1213","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Pantalon jeans","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jeans-2290286","Pantalon jeans","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753408-1214","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble blouson","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-blouson-2290298","Ensemble blouson","15 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753415-1215","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble t-shirt + short","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-t-shirt-short-2290914","Ensemble t-shirt + short","9 000 CFA","Dakar, Sénégal",""
"1732753421-1216","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble débardeur + short","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-debardeur-short-2290918","Ensemble débardeur + short","8 000 CFA","Dakar, Sénégal",""
"1732753428-1217","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Kaki","https://sn.coinafrique.com/annonce/vetements-homme/kaki-2290993","Kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753435-1218","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Kaki","https://sn.coinafrique.com/annonce/vetements-homme/kaki-2290995","Kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753441-1219","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Kaki","https://sn.coinafrique.com/annonce/vetements-homme/kaki-2290998","Kaki","650 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753447-1220","https://sn.coinafrique.com/categorie/vetements-homme?page=105","T- shirt et caleçon","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-et-calecon-2291024","T- shirt et caleçon","2 000 CFA","Grand Yoff, Dakar, Sénégal",""
"1732753454-1221","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble vêtements","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetements-2291025","Ensemble vêtements","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732753460-1222","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Ensemble t-shirt short","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-t-shirt-short-2291090","Ensemble t-shirt short","8 500 CFA","Dakar, Sénégal",""
"1732753467-1223","https://sn.coinafrique.com/categorie/vetements-homme?page=105","Lacoste Turque","https://sn.coinafrique.com/annonce/vetements-homme/lacoste-turque-2291096","Lacoste Turque","8 000 CFA","Grand Dakar, Dakar, Sénégal",""
