web-scraper-order,web-scraper-start-url,vetements_hommes,vetements_hommes-href,type_clothes,price,address,image_link-src
"1732745374-1","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Tenu africaine","https://sn.coinafrique.com/annonce/vetements-homme/tenu-africaine-2094129","Tenu africaine","20 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4287544_uploaded_image1_1688915348.jpg"
"1732745381-2","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Tenue africaine","https://sn.coinafrique.com/annonce/vetements-homme/tenue-africaine-2094133","Tenue africaine","20 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4287544_uploaded_image1_1688915348.jpg"
"1732745387-3","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Tenu africaine","https://sn.coinafrique.com/annonce/vetements-homme/tenu-africaine-2094137","Tenu africaine","20 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4287544_uploaded_image1_1688915348.jpg"
"1732745394-4","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Tenu africaine homme","https://sn.coinafrique.com/annonce/vetements-homme/tenu-africaine-homme-2094140","Tenu africaine homme","30 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4287544_uploaded_image1_1688915348.jpg"
"1732745401-5","https://sn.coinafrique.com/categorie/vetements-homme?page=119","T-shirt","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-2094560","T-shirt","5 900 CFA","Sicap-Liberté, Dakar, Sénégal",""
"1732745407-6","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Pack 5 tee-shirt homme","https://sn.coinafrique.com/annonce/vetements-homme/pack-5-tee-shirt-homme-2096308","Pack 5 tee-shirt homme","8 500 CFA","Hann Bel-Air, Dakar, Sénégal",""
"1732745414-7","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Vêtement homme","https://sn.coinafrique.com/annonce/vetements-homme/vetement-homme-2096615","Vêtement homme","Prix sur demande","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_5064576_uploaded_image1_1732729231.jpg"
"1732745421-8","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Habits","https://sn.coinafrique.com/annonce/vetements-homme/habits-2096880","Habits","10 000 CFA","Dakar-Plateau, Dakar, Sénégal",""
"1732745427-9","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Caleçons de marque","https://sn.coinafrique.com/annonce/vetements-homme/calecons-de-marque-2097073","Caleçons de marque","5 000 CFA","Sicap-Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_1811755_uploaded_image1_1584526039.84.png"
"1732745434-10","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Jalabei","https://sn.coinafrique.com/annonce/vetements-homme/jalabei-2097454","Jalabei","9 000 CFA","Rufisque, Sénégal",""
"1732745441-11","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble t-shirt et pantalon","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-t-shirt-et-pantalon-2097487","Ensemble t-shirt et pantalon","12 000 CFA","Dakar, Sénégal",""
"1732745447-12","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensembles","https://sn.coinafrique.com/annonce/vetements-homme/ensembles-2097489","Ensembles","12 000 CFA","Dakar, Sénégal",""
"1732745454-13","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2097974","Ensemble homme","11 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745461-14","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2097984","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745467-15","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2097987","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745474-16","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2097992","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745481-17","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2097996","Ensemble homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745487-18","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2098000","Ensemble homme","14 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745494-19","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2098003","Ensemble homme","14 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745501-20","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2098012","Ensemble homme","14 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745507-21","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2098017","Ensemble homme","14 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745514-22","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Jogging homme","https://sn.coinafrique.com/annonce/vetements-homme/jogging-homme-2100263","Jogging homme","8 000 CFA","Hann Bel-Air, Dakar, Sénégal",""
"1732745520-23","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Caleçons","https://sn.coinafrique.com/annonce/vetements-homme/calecons-2100355","Caleçons","Prix sur demande","Dakar, Sénégal",""
"1732745527-24","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Jogging  homme","https://sn.coinafrique.com/annonce/vetements-homme/jogging-homme-2100725","Jogging  homme","8 000 CFA","Dakar, Sénégal",""
"1732745533-25","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Jogging homme","https://sn.coinafrique.com/annonce/vetements-homme/jogging-homme-2100734","Jogging homme","8 000 CFA","Dakar, Sénégal",""
"1732745540-26","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Tenue africaine","https://sn.coinafrique.com/annonce/vetements-homme/tenue-africaine-2102435","Tenue africaine","45 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_4287544_uploaded_image1_1688915348.jpg"
"1732745547-27","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Tenues africaines sur mesure","https://sn.coinafrique.com/annonce/vetements-homme/tenues-africaines-sur-mesure-2102441","Tenues africaines sur mesure","45 000 CFA","Fann, Dakar, Sénégal",""
"1732745553-28","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Tenue africaine sur mesure","https://sn.coinafrique.com/annonce/vetements-homme/tenue-africaine-sur-mesure-2102444","Tenue africaine sur mesure","45 000 CFA","Fann, Dakar, Sénégal",""
"1732745560-29","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2103126","Ensemble homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745566-30","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble pantalons et chemises","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-pantalons-et-chemises-2103130","Ensemble pantalons et chemises","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745573-31","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2103133","Ensemble homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745579-32","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2103136","Ensemble homme","10 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745586-33","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensembles","https://sn.coinafrique.com/annonce/vetements-homme/ensembles-2103140","Ensembles","10 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745592-34","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Pantalon homme","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-homme-2103144","Pantalon homme","6 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745599-35","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2103164","Ensemble homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745606-36","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble pantalons","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-pantalons-2103169","Ensemble pantalons","11 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745612-37","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2103178","Ensemble homme","14 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745619-38","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble pantalons et chemises","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-pantalons-et-chemises-2103180","Ensemble pantalons et chemises","14 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745625-39","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Coffret muslim","https://sn.coinafrique.com/annonce/vetements-homme/coffret-muslim-2103430","Coffret muslim","30 000 CFA","Dakar, Sénégal",""
"1732745632-40","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Vêtements - Abaya","https://sn.coinafrique.com/annonce/vetements-homme/vetements-abaya-2103443","Vêtements - Abaya","12 000 CFA","Dakar, Sénégal",""
"1732745638-41","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensembles Vêtements Hommes","https://sn.coinafrique.com/annonce/vetements-homme/ensembles-vetements-hommes-2103457","Ensembles Vêtements Hommes","13 000 CFA","Dakar, Sénégal",""
"1732745645-42","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2103793","Ensemble homme","14 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745652-43","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Chemise - Pantalon","https://sn.coinafrique.com/annonce/vetements-homme/chemise-pantalon-2103795","Chemise - Pantalon","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745659-44","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2103798","Ensemble homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745665-45","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2103801","Ensemble homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745672-46","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2103803","Ensemble homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745678-47","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2103806","Ensemble homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745685-48","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2103810","Ensemble homme","14 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745691-49","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2103815","Ensemble homme","14 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745698-50","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2103872","Ensemble homme","11 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745704-51","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2103885","Ensemble homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745711-52","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2103887","Ensemble homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745718-53","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2103890","Ensemble homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745724-54","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2103894","Pantalon Kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745747-55","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2103898","Pantalon Kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745754-56","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2103901","Pantalon Kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745761-57","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2103904","Pantalon Kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745768-58","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Pantalon Kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2103906","Pantalon Kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745774-59","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2103908","Ensemble homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745781-60","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2103911","Ensemble homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745788-61","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2103912","Ensemble homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745795-62","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Djellaba","https://sn.coinafrique.com/annonce/vetements-homme/djellaba-2104711","Djellaba","10 000 CFA","Fann, Dakar, Sénégal",""
"1732745801-63","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Djellaba","https://sn.coinafrique.com/annonce/vetements-homme/djellaba-2104714","Djellaba","10 000 CFA","Fann, Dakar, Sénégal",""
"1732745808-64","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Djellaba","https://sn.coinafrique.com/annonce/vetements-homme/djellaba-2104717","Djellaba","10 000 CFA","Fann, Dakar, Sénégal",""
"1732745814-65","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Chemise homme","https://sn.coinafrique.com/annonce/vetements-homme/chemise-homme-2104939","Chemise homme","800 000 CFA","Guediawaye, Dakar, Sénégal",""
"1732745821-66","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Vêtements homme","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-2104946","Vêtements homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5064576_uploaded_image1_1732729231.jpg"
"1732745827-67","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Vêtements homme","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-2104951","Vêtements homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5064576_uploaded_image1_1732729231.jpg"
"1732745834-68","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Vêtements homme","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-2104956","Vêtements homme","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5064576_uploaded_image1_1732729231.jpg"
"1732745840-69","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Pantacourt","https://sn.coinafrique.com/annonce/vetements-homme/pantacourt-2105144","Pantacourt","2 500 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1732745847-70","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2105707","Ensemble homme","20 000 CFA","Guediawaye, Dakar, Sénégal",""
"1732745853-71","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Maillots","https://sn.coinafrique.com/annonce/vetements-homme/maillots-2107176","Maillots","5 000 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4644877_uploaded_image1_1710596251.jpg"
"1732745860-72","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble Homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2108755","Ensemble Homme","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745866-73","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-2108757","Ensemble","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745873-74","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble pantalons et chemise","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-pantalons-et-chemise-2108761","Ensemble pantalons et chemise","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745880-75","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble pantalons et chemise","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-pantalons-et-chemise-2108766","Ensemble pantalons et chemise","12 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745886-76","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble Homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2108793","Ensemble Homme","11 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745893-77","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Ensemble t-shirt et pantalon","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-t-shirt-et-pantalon-2108796","Ensemble t-shirt et pantalon","11 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732745899-78","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Vêtements homme","https://sn.coinafrique.com/annonce/vetements-homme/vetements-homme-2108882","Vêtements homme","11 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5064576_uploaded_image1_1732729231.jpg"
"1732745906-79","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Pack de 4 polos homme","https://sn.coinafrique.com/annonce/vetements-homme/pack-de-4-polos-homme-2108906","Pack de 4 polos homme","9 400 CFA","Biscuiterie, Dakar, Sénégal",""
"1732745912-80","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Vêtement homme","https://sn.coinafrique.com/annonce/vetements-homme/vetement-homme-2110276","Vêtement homme","40 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_5064576_uploaded_image1_1732729231.jpg"
"1732745919-81","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Vêtement homme","https://sn.coinafrique.com/annonce/vetements-homme/vetement-homme-2110285","Vêtement homme","50 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_5064576_uploaded_image1_1732729231.jpg"
"1732745925-82","https://sn.coinafrique.com/categorie/vetements-homme?page=119","T-shirt personnalisé","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-personnalise-2110378","T-shirt personnalisé","8 000 CFA","Fann, Dakar, Sénégal",""
"1732745932-83","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Polo Lacoste","https://sn.coinafrique.com/annonce/vetements-homme/polo-lacoste-2110518","Polo Lacoste","6 500 CFA","Grand Yoff, Dakar, Sénégal",""
"1732745939-84","https://sn.coinafrique.com/categorie/vetements-homme?page=119","Vêtement homme","https://sn.coinafrique.com/annonce/vetements-homme/vetement-homme-2110860","Vêtement homme","10 000 CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5064576_uploaded_image1_1732729231.jpg"
"1732745952-85","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Vêtement homme","https://sn.coinafrique.com/annonce/vetements-homme/vetement-homme-2110865","Vêtement homme","10 000 CFA","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5064576_uploaded_image1_1732729231.jpg"
"1732745959-86","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Bombers en pagne","https://sn.coinafrique.com/annonce/vetements-homme/bombers-en-pagne-2111461","Bombers en pagne","13 000 CFA","Fann, Dakar, Sénégal",""
"1732745966-87","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Djalabe","https://sn.coinafrique.com/annonce/vetements-homme/djalabe-2111680","Djalabe","9 000 CFA","Keur Massar, Sénégal",""
"1732745972-88","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Vêtement homme","https://sn.coinafrique.com/annonce/vetements-homme/vetement-homme-2112496","Vêtement homme","Prix sur demande","Dakar-Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5064576_uploaded_image1_1732729231.jpg"
"1732745979-89","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Polo Lacoste","https://sn.coinafrique.com/annonce/vetements-homme/polo-lacoste-2112767","Polo Lacoste","4 000 CFA","Guediawaye, Dakar, Sénégal",""
"1732745985-90","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble Pantalon","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-pantalon-2113668","Ensemble Pantalon","12 000 CFA","Grand Dakar, Dakar, Sénégal",""
"1732745992-91","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble culotte","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-culotte-2113672","Ensemble culotte","12 000 CFA","Grand Dakar, Dakar, Sénégal",""
"1732745998-92","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble Kaki & Lacoste","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-kaki-et-lacoste-2113689","Ensemble Kaki & Lacoste","13 500 CFA","Grand Dakar, Dakar, Sénégal",""
"1732746005-93","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble Turquie","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-turquie-2113693","Ensemble Turquie","15 000 CFA","Grand Dakar, Dakar, Sénégal",""
"1732746011-94","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Blouson homme","https://sn.coinafrique.com/annonce/vetements-homme/blouson-homme-2114087","Blouson homme","25 000 CFA","Dakar, Sénégal",""
"1732746018-95","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Polo Lacoste","https://sn.coinafrique.com/annonce/vetements-homme/polo-lacoste-2114091","Polo Lacoste","10 000 CFA","Dakar, Sénégal",""
"1732746024-96","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Polo Lacoste","https://sn.coinafrique.com/annonce/vetements-homme/polo-lacoste-2114105","Polo Lacoste","4 000 CFA","Guediawaye, Dakar, Sénégal",""
"1732746031-97","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalons Jeans","https://sn.coinafrique.com/annonce/vetements-homme/pantalons-jeans-2114297","Pantalons Jeans","12 000 CFA","Dakar, Sénégal",""
"1732746038-98","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalon jeans","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-jeans-2114300","Pantalon jeans","12 000 CFA","Dakar, Sénégal",""
"1732746044-99","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalons Jeans","https://sn.coinafrique.com/annonce/vetements-homme/pantalons-jeans-2114304","Pantalons Jeans","12 000 CFA","Dakar, Sénégal",""
"1732746050-100","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Vêtements Jellaba","https://sn.coinafrique.com/annonce/vetements-homme/vetements-jellaba-2114360","Vêtements Jellaba","10 000 CFA","Dakar, Sénégal",""
"1732746058-101","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Vêtements Djellaba","https://sn.coinafrique.com/annonce/vetements-homme/vetements-djellaba-2114367","Vêtements Djellaba","10 000 CFA","Dakar, Sénégal",""
"1732746065-102","https://sn.coinafrique.com/categorie/vetements-homme?page=118","T-shirts","https://sn.coinafrique.com/annonce/vetements-homme/t-shirts-2114551","T-shirts","8 500 CFA","Hann Bel-Air, Dakar, Sénégal",""
"1732746071-103","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble Homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-2114930","Ensemble Homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746079-104","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble Vêtement Homme","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-vetement-homme-2114935","Ensemble Vêtement Homme","13 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746085-105","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-2114936","Ensemble","13 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746092-106","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble polo et pantalon","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-polo-et-pantalon-2114941","Ensemble polo et pantalon","13 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746098-107","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-2114945","Ensemble","13 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746105-108","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble polo et pantalon","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-polo-et-pantalon-2114946","Ensemble polo et pantalon","14 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746111-109","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble polo et pantalon","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-polo-et-pantalon-2114949","Ensemble polo et pantalon","14 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746118-110","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Ensemble polo et pantalon","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-polo-et-pantalon-2114951","Ensemble polo et pantalon","14 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746125-111","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalon kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2114954","Pantalon kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
"1732746131-112","https://sn.coinafrique.com/categorie/vetements-homme?page=118","Pantalon kaki","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-2114958","Pantalon kaki","6 500 CFA","Dakar Plateau, Dakar, Sénégal",""
