web-scraper-order,web-scraper-start-url,chaussures_enfants,chaussures_enfants-href,type_shoes,price,address,image_link-src
"1732740205-312","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures friperie - enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-friperie-enfants-2812381","Chaussures friperie - enfants","5 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3222222_uploaded_image1_1626008303.jpg"
"1732740212-313","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Baskets Puma - Adidas","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-puma-adidas-2818578","Baskets Puma - Adidas","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2818578_uploaded_image1_1607458128.jpg"
"1732740219-314","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussure enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussure-enfants-2822660","Chaussure enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732740225-315","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures pour enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-2830947","Chaussures pour enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1732740232-316","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures garçons","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcons-2831294","Chaussures garçons","10 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2831294_uploaded_image1_1607984493.jpg"
"1732740238-317","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Baskets Nike pour enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-pour-enfants-2837971","Baskets Nike pour enfants","10 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2837971_uploaded_image1_1608232681.jpg"
"1732740244-318","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2847269","Chaussures enfant","2 500 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg"
"1732740251-319","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2862808","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1732740257-320","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2867107","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1732740264-321","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2883672","Chaussures enfant","25 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3102441_uploaded_image1_1620372742.jpg"
"1732740270-322","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2883679","Chaussures enfant","25 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3102441_uploaded_image1_1620372742.jpg"
"1732740277-323","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2896647","Chaussures enfants","30 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732740283-324","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Baskets fille","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-fille-2905159","Baskets fille","1 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3848408_uploaded_image1_1661541004.jpg"
"1732740290-325","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-2924609","Chaussures pour enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1732740296-326","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Baskets Nike","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-2924613","Baskets Nike","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3526935_uploaded_image1_1642345866.jpg"
"1732740303-327","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures Jordan 11","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-jordan-11-2934921","Chaussures Jordan 11","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2934921_uploaded_image1_1612567043.jpg"
"1732740309-328","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures nourrissons","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-nourrissons-2942148","Chaussures nourrissons","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2942148_uploaded_image1_1612894020.jpg"
"1732740316-329","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures  enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2942161","Chaussures  enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1732740322-330","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures  enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2942163","Chaussures  enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1732740329-331","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Bottes montantes enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/bottes-montantes-enfants-2942252","Bottes montantes enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2942252_uploaded_image1_1612898624.jpg"
"1732740336-332","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2956562","Chaussures enfants","3 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732740342-333","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Claquettes enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfant-2972548","Claquettes enfant","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2972548_uploaded_image1_1614340301.jpg"
"1732740349-334","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2972549","Chaussures enfant","6 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732740355-335","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussure enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussure-enfant-2972750","Chaussure enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732740361-336","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Mocassin enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassin-enfants-2998854","Mocassin enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3319920_uploaded_image1_1630947708.jpg"
"1732740368-337","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3000024","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732740375-338","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3004980","Chaussures enfant","8 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732740381-339","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3006541","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732740387-340","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3007072","Chaussures enfant","Prix sur demande","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4367839_uploaded_image2_1694130362.jpeg"
"1732740394-341","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3010551","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732740400-342","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant friperie","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-friperie-3012388","Chaussures enfant friperie","5 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3222222_uploaded_image1_1626008303.jpg"
"1732740407-343","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Baskets Jordan enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-enfants-3015628","Baskets Jordan enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3085703_uploaded_image1_1619658542.jpg"
"1732740413-344","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Baskets Nike enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-enfants-3017342","Baskets Nike enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3526935_uploaded_image1_1642345866.jpg"
"1732740420-345","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Baskets enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfants-3017343","Baskets enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4000080_uploaded_image3_1670513440.jpeg"
"1732740426-346","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Baskets enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfants-3017496","Baskets enfants","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4928088_uploaded_image1_1725487276.jpg"
"1732740433-347","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3019231","Chaussures enfant","8 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732740439-348","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3021291","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1732740446-349","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3021292","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1732740452-350","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures bébé","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-3024046","Chaussures bébé","5 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1732740459-351","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures bébé","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-3024586","Chaussures bébé","4 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1732740465-352","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Ensemble enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/ensemble-enfant-3032235","Ensemble enfant","12 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_3032235_uploaded_image1_1617269518.jpg"
"1732740472-353","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Baskets Nike enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-enfants-3036155","Baskets Nike enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3526935_uploaded_image1_1642345866.jpg"
"1732740478-354","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Baskets Nike Air Force enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-air-force-enfants-3036156","Baskets Nike Air Force enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3036156_uploaded_image1_1617387240.jpg"
"1732740485-355","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Baskets Jordan enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-enfants-3036158","Baskets Jordan enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3085703_uploaded_image1_1619658542.jpg"
"1732740491-356","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Baskets Adidas Yeezy","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-adidas-yeezy-3039797","Baskets Adidas Yeezy","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3039797_uploaded_image1_1617561525.jpg"
"1732740497-357","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3039890","Chaussures enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732740504-358","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Mocassins enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-3039894","Mocassins enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3319920_uploaded_image1_1630947708.jpg"
"1732740511-359","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures fillette","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fillette-3039898","Chaussures fillette","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3039898_uploaded_image1_1617564756.jpg"
"1732740517-360","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3040948","Chaussures enfants","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732740523-361","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures Enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3040951","Chaussures Enfants","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732740530-362","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures bébé","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-3047895","Chaussures bébé","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1732740536-363","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3047901","Chaussures enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732740543-364","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3047906","Chaussures enfant","10 000 CFA","Ziguinchor, Sénégal","https://images.coinafrique.com/thumb_3047906_uploaded_image1_1617901111.jpg"
"1732740549-365","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Baskets Adidas Stan Smith pour bébé","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-adidas-stan-smith-pour-bebe-3048378","Baskets Adidas Stan Smith pour bébé","8 000 CFA","Dakar, Sénégal",""
"1732740556-366","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3052212","Chaussures enfants","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732740562-367","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3060194","Chaussures enfants","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4430647_uploaded_image1_1698289087.jpg"
"1732740569-368","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3071128","Chaussures enfants","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4430647_uploaded_image1_1698289087.jpg"
"1732740575-369","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3071648","Chaussures enfant","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732740582-370","https://sn.coinafrique.com/categorie/chaussures-enfants?page=4","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3075527","Chaussures enfant","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732740595-371","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3077278","Chaussures enfants","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732740601-372","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3083915","Chaussures enfant","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623157_uploaded_image1_1709480174.jpg"
"1732740608-373","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures  fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3084737","Chaussures  fille","5 500 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3085706_uploaded_image1_1619658731.jpg"
"1732740614-374","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Baskets Jordan enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-jordan-enfant-3085703","Baskets Jordan enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3085703_uploaded_image1_1619658542.jpg"
"1732740621-375","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures filles","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-filles-3085706","Chaussures filles","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3085706_uploaded_image1_1619658731.jpg"
"1732740627-376","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3085707","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1732740634-377","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures petite fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-petite-fille-3088807","Chaussures petite fille","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3088807_uploaded_image1_1619817848.jpg"
"1732740640-378","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3088810","Chaussures enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732740647-379","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3093302","Chaussures enfant","15 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3934730_uploaded_image1_1666662380.jpg"
"1732740653-380","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures à talon enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-a-talon-enfants-3095584","Chaussures à talon enfants","10 000 CFA","Dakar, Sénégal",""
"1732740660-381","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3099833","Chaussures fille","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3247099_uploaded_image1_1627387079.jpg"
"1732740666-382","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3100228","Chaussures enfant","50 000 CFA","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3100228_uploaded_image1_1620285689.jpg"
"1732740672-383","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3102122","Chaussures enfants","10 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3934730_uploaded_image1_1666662380.jpg"
"1732740679-384","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3102417","Chaussures enfant","6 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3128593_uploaded_image1_1621701550.jpg"
"1732740685-385","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3102419","Chaussures enfants","6 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3102441_uploaded_image1_1620372742.jpg"
"1732740692-386","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3102429","Chaussures enfant","3 500 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4588141_uploaded_image1_1707596385.jpg"
"1732740698-387","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3102432","Chaussures enfants","6 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3102441_uploaded_image1_1620372742.jpg"
"1732740705-388","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3102441","Chaussures enfants","6 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3102441_uploaded_image1_1620372742.jpg"
"1732740711-389","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3105886","Chaussures enfants","2 500 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732740718-390","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures crops bébé","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-crops-bebe-3106484","Chaussures crops bébé","5 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3106484_uploaded_image1_1620567535.jpg"
"1732740724-391","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3124327","Chaussures enfant","8 500 CFA","Grand Dakar, Dakar, Sénégal","https://images.coinafrique.com/thumb_4430647_uploaded_image1_1698289087.jpg"
"1732740731-392","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures orthopédiques enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-orthopediques-enfants-3128593","Chaussures orthopédiques enfants","12 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3128593_uploaded_image1_1621701550.jpg"
"1732740737-393","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures bébé","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-3136795","Chaussures bébé","6 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2085293_uploaded_image1_1589039358.jpg"
"1732740744-394","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3138741","Chaussures enfant","5 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3222222_uploaded_image1_1626008303.jpg"
"1732740750-395","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3138744","Chaussures enfant","5 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3222222_uploaded_image1_1626008303.jpg"
"1732740757-396","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures bébé","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-3140539","Chaussures bébé","6 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2085293_uploaded_image1_1589039358.jpg"
"1732740763-397","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3141001","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1732740770-398","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3141004","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4676405_uploaded_image1_1712262646.jpg"
"1732740776-399","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","Chaussures bébé","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-3156703","Chaussures bébé","5 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
