web-scraper-order,web-scraper-start-url,chaussures_enfants,chaussures_enfants-href,type_shoes,price,address,image_link-src
"1732739090-142","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1828175","Chaussures enfant","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623157_uploaded_image1_1709480174.jpg"
"1732739097-143","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures bébé","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-1860238","Chaussures bébé","2 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5037805_uploaded_image1_1731321094.jpg"
"1732739103-144","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant Cat & Jack","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-cat-et-jack-1873847","Chaussures enfant Cat & Jack","7 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_1873847_uploaded_image1_1585663572.73.png"
"1732739110-145","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures bébé garçon","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-garcon-1906399","Chaussures bébé garçon","5 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1732739116-146","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures / bébé fille","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-fille-1906434","Chaussures / bébé fille","5 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1732739123-147","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures bébé","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-1906443","Chaussures bébé","5 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_2085293_uploaded_image1_1589039358.jpg"
"1732739129-148","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-1907189","Chaussures enfant","12 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2818578_uploaded_image1_1607458128.jpg"
"1732739136-149","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-1908886","Chaussures enfants","10 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2818578_uploaded_image1_1607458128.jpg"
"1732739142-150","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussons bébé","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussons-bebe-1910111","Chaussons bébé","1 000 CFA","Rufisque, Sénégal",""
"1732739149-151","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2059409","Chaussures enfants","15 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2065087_uploaded_image1_1588754465.jpg"
"1732739155-152","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2061921","Chaussures enfant","10 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2065087_uploaded_image1_1588754465.jpg"
"1732739162-153","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2061925","Chaussures enfants","10 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2065087_uploaded_image1_1588754465.jpg"
"1732739169-154","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2061928","Chaussures enfants","10 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2065087_uploaded_image1_1588754465.jpg"
"1732739175-155","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2061930","Chaussures enfant","10 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2065087_uploaded_image1_1588754465.jpg"
"1732739182-156","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2061931","Chaussures enfants","10 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2065087_uploaded_image1_1588754465.jpg"
"1732739188-157","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2063093","Chaussures enfant","7 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg"
"1732739195-158","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2063105","Chaussures enfant","7 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg"
"1732739201-159","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2065078","Chaussures enfant","10 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2065087_uploaded_image1_1588754465.jpg"
"1732739207-160","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2065082","Chaussures enfant","10 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2065087_uploaded_image1_1588754465.jpg"
"1732739214-161","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2065087","Chaussures enfant","10 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2065087_uploaded_image1_1588754465.jpg"
"1732739220-162","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures /  garçon","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-garcon-2076146","Chaussures /  garçon","8 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2076146_uploaded_image1_1588892627.jpg"
"1732739227-163","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Mocassins enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-2076365","Mocassins enfant","8 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_2076365_uploaded_image1_1588895603.jpg"
"1732739233-164","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2085293","Chaussures enfant","1 000 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2085293_uploaded_image1_1589039358.jpg"
"1732739239-165","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2089890","Chaussures enfant","10 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623157_uploaded_image1_1709480174.jpg"
"1732739246-166","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2107561","Chaussures enfant","15 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4680911_uploaded_image1_1712514020.jpg"
"1732739252-167","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2132107","Chaussures enfant","5 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_4173847_uploaded_image1_1681305963.jpg"
"1732739259-168","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2136742","Chaussures enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739265-169","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Claquettes enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfants-2141792","Claquettes enfants","3 500 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2141792_uploaded_image1_1589925335.jpg"
"1732739272-170","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2155033","Chaussures enfant","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
"1732739278-171","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2159342","Chaussures enfant","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739284-172","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures pour bébé","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-bebe-2183732","Chaussures pour bébé","1 500 CFA","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2085293_uploaded_image1_1589039358.jpg"
"1732739292-173","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures pour enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfant-2194875","Chaussures pour enfant","15 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4680911_uploaded_image1_1712514020.jpg"
"1732739298-174","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Mocassins enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-2215961","Mocassins enfant","3 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2215961_uploaded_image1_1591114475.jpg"
"1732739305-175","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2226808","Chaussures enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739311-176","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Claquettes enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/claquettes-enfant-2226824","Claquettes enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2972548_uploaded_image1_1614340301.jpg"
"1732739317-177","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2232790","Chaussures enfant","8 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739324-178","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2232803","Chaussures enfant","8 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739331-179","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures  enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2232916","Chaussures  enfant","8 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739337-180","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2267587","Chaussures enfant","5 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2818578_uploaded_image1_1607458128.jpg"
"1732739344-181","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Bottes de pluie","https://sn.coinafrique.com/annonce/chaussures-enfants/bottes-de-pluie-2306870","Bottes de pluie","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_2306870_uploaded_image1_1592485025.jpg"
"1732739350-182","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2309224","Chaussures enfant","7 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739357-183","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussettes enfants 0 à 12 ans","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussettes-enfants-0-a-12-ans-2309761","Chaussettes enfants 0 à 12 ans","2 000 CFA","Dakar, Sénégal",""
"1732739363-184","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2325327","Chaussures enfant","7 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739370-185","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2338242","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739376-186","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2338432","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739383-187","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-2342498","Chaussures","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739389-188","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2347318","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739396-189","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2353584","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739402-190","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures bébé","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-2355154","Chaussures bébé","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4783650_uploaded_image2_1717719898.jpeg"
"1732739409-191","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2355164","Chaussures enfants","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739415-192","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2358522","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739422-193","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2358530","Chaussures enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739428-194","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2362995","Chaussures enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739435-195","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2368592","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739441-196","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2368597","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739447-197","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2368631","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739454-198","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures bébé","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-2370678","Chaussures bébé","2 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2085293_uploaded_image1_1589039358.jpg"
"1732739461-199","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2372034","Chaussures enfant","7 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623157_uploaded_image1_1709480174.jpg"
"1732739467-200","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2373859","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739473-201","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2374657","Chaussures enfants","5 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739480-202","https://sn.coinafrique.com/categorie/chaussures-enfants?page=6","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2384989","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739493-203","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2384995","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739499-204","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2386398","Chaussures enfants","5 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739506-205","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2387223","Chaussures enfant","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969624_uploaded_image1_1727758825.jpg"
"1732739512-206","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures talons / enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-talons-enfants-2387260","Chaussures talons / enfants","8 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2387260_uploaded_image1_1593777158.jpg"
"1732739519-207","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures Enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2394779","Chaussures Enfants","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739526-208","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures Enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2394784","Chaussures Enfants","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739533-209","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2394785","Chaussures enfant","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739539-210","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2394786","Chaussures enfant","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739546-211","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2406756","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739552-212","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2406856","Chaussures enfant","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739559-213","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2406863","Chaussures enfants","10 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739565-214","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2410519","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739572-215","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2413078","Chaussures enfant","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739578-216","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures bébé fille o-1 mois","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-bebe-fille-o-1-mois-2415033","Chaussures bébé fille o-1 mois","3 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1732739584-217","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2420872","Chaussures enfant","2 200 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739591-218","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2420883","Chaussures enfant","30 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739597-219","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2425191","Chaussures enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739604-220","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures Enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2428820","Chaussures Enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739610-221","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2428822","Chaussures enfant","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739617-222","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures Enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2428826","Chaussures Enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739623-223","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2428992","Chaussures enfants","6 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4566463_uploaded_image1_1706455557.jpg"
"1732739630-224","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures enfant","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-2430002","Chaussures enfant","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3513868_uploaded_image1_1641563929.jpg"
"1732739636-225","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures Enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2430991","Chaussures Enfants","4 500 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739643-226","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures Enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2431710","Chaussures Enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739649-227","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures Enfants","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-2431711","Chaussures Enfants","8 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4950665_uploaded_image1_1726682392.jpg"
"1732739656-228","https://sn.coinafrique.com/categorie/chaussures-enfants?page=5","Chaussures pour filles","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-filles-2439527","Chaussures pour filles","12 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_2439527_uploaded_image1_1594751426.jpg"
